time,symbol,side,pred,price,amount,paper,status
1759192793.7698145,BTCUSDT,sell,-0.001035355031490326,114351.13,0.0008744994474475241,True,simulated
1759192826.6190882,BTCUSDT,sell,-0.0011182427406311035,114370.37,0.0008743523344376695,True,simulated
1759192859.4700427,BTCUSDT,sell,-0.0011182427406311035,114370.37,0.0008743523344376695,True,simulated
1759192892.3495908,BTCUSDT,sell,-0.0010551363229751587,114358.01,0.000874446835862219,True,simulated
1759192925.198469,BTCUSDT,sell,-0.0012043341994285583,114385.35,0.000874237828533112,True,simulated
1759192958.0410213,BTCUSDT,sell,-0.0012043341994285583,114385.35,0.000874237828533112,True,simulated
1759192990.8645623,BTCUSDT,sell,-0.0009991228580474854,114370.58,0.0008743507290074073,True,simulated
1759193023.72383,BTCUSDT,sell,-0.0009991228580474854,114370.58,0.0008743507290074073,True,simulated
1759193286.5061328,BTCUSDT,buy,0.00080900639295578,114336.82,0.0008746088967665883,True,simulated
1759193319.3730385,BTCUSDT,buy,0.00080900639295578,114336.82,0.0008746088967665883,True,simulated
1759193352.2083194,BTCUSDT,buy,0.0014298707246780396,114385.21,0.0008742388985429147,True,simulated
1759193385.0209153,BTCUSDT,buy,0.0014298707246780396,114385.21,0.0008742388985429147,True,simulated
1759193417.7392526,BTCUSDT,buy,0.0019493252038955688,114500.0,0.0008733624454148472,True,simulated
1759193450.585525,BTCUSDT,buy,0.0019493252038955688,114500.0,0.0008733624454148472,True,simulated
1759193483.4132078,BTCUSDT,buy,0.0023593083024024963,114655.5,0.0008721779591907933,True,simulated
1759193516.2555559,BTCUSDT,buy,0.0023593083024024963,114655.5,0.0008721779591907933,True,simulated
1759193549.0182722,BTCUSDT,buy,0.0026097819209098816,114597.61,0.0008726185476293965,True,simulated
1759193581.9141123,BTCUSDT,buy,0.0025458931922912598,114464.97,0.000873629722700316,True,simulated
1759193614.7661622,BTCUSDT,buy,0.0025458931922912598,114464.97,0.000873629722700316,True,simulated
1759193647.63918,BTCUSDT,buy,0.0024035796523094177,114517.15,0.0008732316513290804,True,simulated
1759193680.4947302,BTCUSDT,buy,0.0024035796523094177,114517.15,0.0008732316513290804,True,simulated
1759193713.3732247,BTCUSDT,buy,0.0020145997405052185,114649.01,0.0008722273310515286,True,simulated
1759193746.1504033,BTCUSDT,buy,0.0020145997405052185,114649.01,0.0008722273310515286,True,simulated
1759193778.9390872,BTCUSDT,buy,0.0017268955707550049,114557.01,0.0008729278112269167,True,simulated
1759193811.7075744,BTCUSDT,buy,0.0017268955707550049,114557.01,0.0008729278112269167,True,simulated
1759193844.5738423,BTCUSDT,buy,0.0014186650514602661,114590.35,0.0008726738333550775,True,simulated
1759193877.4297485,BTCUSDT,buy,0.0014186650514602661,114590.35,0.0008726738333550775,True,simulated
1759193910.353318,BTCUSDT,buy,0.0011900067329406738,114548.06,0.0008729960158207831,True,simulated
1759193943.239124,BTCUSDT,buy,0.0007147043943405151,114539.72,0.0008730595814272987,True,simulated
1759193976.1064687,BTCUSDT,buy,0.0007147043943405151,114539.72,0.0008730595814272987,True,simulated
1759194074.703803,BTCUSDT,sell,-0.0009121224284172058,114492.27,0.0008734214108952508,True,simulated
1759194107.5349712,BTCUSDT,sell,-0.0009121224284172058,114492.27,0.0008734214108952508,True,simulated
1759194140.3869452,BTCUSDT,sell,-0.0011328384280204773,114458.0,0.0008736829229935871,True,simulated
1759194173.2515419,BTCUSDT,sell,-0.0011328384280204773,114458.0,0.0008736829229935871,True,simulated
1759194206.0678005,BTCUSDT,sell,-0.0011407509446144104,114385.0,0.0008742405035625301,True,simulated
1759194238.8215706,BTCUSDT,sell,-0.0011407509446144104,114385.0,0.0008742405035625301,True,simulated
1759194271.5377624,BTCUSDT,sell,-0.0009036138653755188,114381.99,0.0008742635094913106,True,simulated
1759194304.256948,BTCUSDT,sell,-0.0018074959516525269,114414.63,0.0008740141011687054,True,simulated
1759194337.121827,BTCUSDT,sell,-0.0018074959516525269,114414.63,0.0008740141011687054,True,simulated
1759194369.9479773,BTCUSDT,sell,-0.0030077099800109863,114382.17,0.0008742621336874445,True,simulated
1759194402.7054431,BTCUSDT,sell,-0.0030077099800109863,114382.17,0.0008742621336874445,True,simulated
1759194435.4271579,BTCUSDT,sell,-0.0022157207131385803,114403.14,0.0008741018821686188,True,simulated
1759194468.1908178,BTCUSDT,sell,-0.0022157207131385803,114403.14,0.0008741018821686188,True,simulated
1759194632.4137704,BTCUSDT,sell,-0.0014096125960350037,114561.51,0.0008728935224404776,True,simulated
1759194665.2569144,BTCUSDT,sell,-0.0015314817428588867,114598.63,0.0008726107807746044,True,simulated
1759194697.9566922,BTCUSDT,sell,-0.0015314817428588867,114598.63,0.0008726107807746044,True,simulated
1759194730.601013,BTCUSDT,sell,-0.0019093528389930725,114652.18,0.0008722032149759386,True,simulated
1759194763.374342,BTCUSDT,sell,-0.0019093528389930725,114652.18,0.0008722032149759386,True,simulated
1759194796.0655017,BTCUSDT,sell,-0.0011505186557769775,114638.87,0.0008723044810193959,True,simulated
1759194828.8303332,BTCUSDT,sell,-0.0011505186557769775,114638.87,0.0008723044810193959,True,simulated
1759194861.5555205,BTCUSDT,sell,-0.0012266039848327637,114630.71,0.0008723665761121082,True,simulated
1759194894.3623445,BTCUSDT,sell,-0.0012266039848327637,114630.71,0.0008723665761121082,True,simulated
1759194927.1982749,BTCUSDT,sell,-0.0014056488871574402,114751.75,0.0008714464049567872,True,simulated
1759194960.0596776,BTCUSDT,sell,-0.0014056488871574402,114751.75,0.0008714464049567872,True,simulated
1759194992.8806064,BTCUSDT,sell,-0.0016262233257293701,114684.09,0.0008719605308809618,True,simulated
1759195025.7832248,BTCUSDT,sell,-0.0018374621868133545,114623.76,0.0008724194704483609,True,simulated
1759195058.667347,BTCUSDT,sell,-0.0018374621868133545,114623.76,0.0008724194704483609,True,simulated
1759195091.5541258,BTCUSDT,sell,-0.002183772623538971,114584.14,0.0008727211287705262,True,simulated
1759195124.3353152,BTCUSDT,sell,-0.002183772623538971,114584.14,0.0008727211287705262,True,simulated
1759195157.3366077,BTCUSDT,sell,-0.001858636736869812,114531.49,0.0008731223177136698,True,simulated
1759195190.1985214,BTCUSDT,sell,-0.001858636736869812,114531.49,0.0008731223177136698,True,simulated
1759195223.0154586,BTCUSDT,sell,-0.0015870630741119385,114611.18,0.0008725152293170701,True,simulated
1759195255.8973627,BTCUSDT,sell,-0.0015870630741119385,114611.18,0.0008725152293170701,True,simulated
1759195288.8126442,BTCUSDT,sell,-0.001467585563659668,114620.71,0.0008724426850959132,True,simulated
1759195321.5860682,BTCUSDT,sell,-0.0014090165495872498,114736.0,0.0008715660298424209,True,simulated
1759195354.4030354,BTCUSDT,sell,-0.0014090165495872498,114736.0,0.0008715660298424209,True,simulated
1759195387.150193,BTCUSDT,sell,-0.0010631158947944641,114705.61,0.0008717969417537643,True,simulated
1759195420.0565796,BTCUSDT,sell,-0.0010631158947944641,114705.61,0.0008717969417537643,True,simulated
1759195452.9572642,BTCUSDT,sell,-0.0009117871522903442,114710.39,0.0008717606138380316,True,simulated
1759195485.8367443,BTCUSDT,sell,-0.0009117871522903442,114710.39,0.0008717606138380316,True,simulated
1759195518.691454,BTCUSDT,sell,-0.0005909055471420288,114725.98,0.0008716421511500708,True,simulated
1759195551.554451,BTCUSDT,sell,-0.0005909055471420288,114725.98,0.0008716421511500708,True,simulated
1759195682.9495316,BTCUSDT,buy,0.0014473944902420044,114666.01,0.0008720980175380656,True,simulated
1759195715.8272388,BTCUSDT,buy,0.0014473944902420044,114666.01,0.0008720980175380656,True,simulated
1759195748.662519,BTCUSDT,buy,0.0019643455743789673,114672.81,0.0008720463028681341,True,simulated
1759195781.5117266,BTCUSDT,buy,0.0019643455743789673,114672.81,0.0008720463028681341,True,simulated
1759195814.345874,BTCUSDT,buy,0.0009780079126358032,114631.2,0.0008723628471131769,True,simulated
1759195847.2433357,BTCUSDT,buy,0.0009780079126358032,114631.2,0.0008723628471131769,True,simulated
1759195880.0808873,BTCUSDT,buy,0.0014547482132911682,114584.22,0.0008727205194572167,True,simulated
1759195912.9261858,BTCUSDT,buy,0.0014547482132911682,114584.22,0.0008727205194572167,True,simulated
1759195945.7616029,BTCUSDT,buy,0.0014373362064361572,114542.99,0.000873034657118694,True,simulated
1759195978.5723684,BTCUSDT,buy,0.0014373362064361572,114542.99,0.000873034657118694,True,simulated
1759196011.4224918,BTCUSDT,buy,0.0016198605298995972,114496.78,0.0008733870070407221,True,simulated
1759196044.2490149,BTCUSDT,buy,0.0014021843671798706,114466.43,0.0008736185797006162,True,simulated
1759196077.0689003,BTCUSDT,buy,0.0014021843671798706,114466.43,0.0008736185797006162,True,simulated
1759196109.9110482,BTCUSDT,buy,0.0017687901854515076,114487.94,0.0008734544441973539,True,simulated
1759196142.747645,BTCUSDT,buy,0.0017687901854515076,114487.94,0.0008734544441973539,True,simulated
1759196175.602499,BTCUSDT,buy,0.0006772056221961975,114466.44,0.0008736185033796805,True,simulated
1759196208.452042,BTCUSDT,buy,0.0006772056221961975,114466.44,0.0008736185033796805,True,simulated
1759196241.269362,BTCUSDT,sell,-0.0014487504959106445,114462.66,0.0008736473536435375,True,simulated
1759196274.1193852,BTCUSDT,sell,-0.0014487504959106445,114462.66,0.0008736473536435375,True,simulated
1759196306.9243312,BTCUSDT,sell,-0.0015060454607009888,114527.14,0.0008731554808755374,True,simulated
1759196339.8041847,BTCUSDT,sell,-0.0015060454607009888,114527.14,0.0008731554808755374,True,simulated
1759196372.6313362,BTCUSDT,sell,-0.0009075701236724854,114550.62,0.0008729765059324865,True,simulated
1759197495.6101663,BTCUSDT,buy,0.0007669702172279358,114329.99,0.0008746611453390313,True,simulated
1759197528.451848,BTCUSDT,buy,0.0007669702172279358,114329.99,0.0008746611453390313,True,simulated
1759197561.3272362,BTCUSDT,buy,0.000882074236869812,114378.5,0.0008742901856555209,True,simulated
1759197594.2007499,BTCUSDT,buy,0.000882074236869812,114378.5,0.0008742901856555209,True,simulated
1759197627.0764306,BTCUSDT,buy,0.0007776170969009399,114500.31,0.0008733600808591697,True,simulated
1759197659.9734485,BTCUSDT,buy,0.0007776170969009399,114500.31,0.0008733600808591697,True,simulated
1759197692.8059742,BTCUSDT,buy,0.0006342381238937378,114458.07,0.000873682388668619,True,simulated
1759197922.7374558,BTCUSDT,buy,0.0007137656211853027,114570.82,0.0008728225913020436,True,simulated
1759197955.5596273,BTCUSDT,buy,0.0007137656211853027,114570.82,0.0008728225913020436,True,simulated
1759198021.262607,BTCUSDT,sell,-0.0007091164588928223,114507.29,0.0008733068436079485,True,simulated
1759198054.1231685,BTCUSDT,sell,-0.0007091164588928223,114507.29,0.0008733068436079485,True,simulated
1759198086.901435,BTCUSDT,sell,-0.0005736425518989563,114485.0,0.0008734768746997423,True,simulated
1759198119.7493916,BTCUSDT,sell,-0.0005736425518989563,114485.0,0.0008734768746997423,True,simulated
1759198382.4246047,BTCUSDT,sell,-0.0006756335496902466,114385.0,0.0008742405035625301,True,simulated
1759198415.2467577,BTCUSDT,sell,-0.0006756335496902466,114385.0,0.0008742405035625301,True,simulated
1759198448.0774205,BTCUSDT,sell,-0.0008344650268554688,114382.22,0.0008742617515204724,True,simulated
1759198480.9081287,BTCUSDT,sell,-0.0008344650268554688,114382.22,0.0008742617515204724,True,simulated
1759198645.1106808,BTCUSDT,buy,0.0009213164448738098,114489.23,0.0008734446026058522,True,simulated
1759198677.978659,BTCUSDT,buy,0.0009213164448738098,114489.23,0.0008734446026058522,True,simulated
1759198712.161377,BTCUSDT,buy,0.0016205310821533203,114390.71,0.0008741968644132027,True,simulated
1759198745.0088873,BTCUSDT,buy,0.002218589186668396,114360.0,0.0008744316194473592,True,simulated
1759198777.8502023,BTCUSDT,buy,0.002218589186668396,114360.0,0.0008744316194473592,True,simulated
1759198810.6783524,BTCUSDT,buy,0.0021800100803375244,114405.02,0.000874087518187576,True,simulated
1759198843.4745405,BTCUSDT,buy,0.0021800100803375244,114405.02,0.000874087518187576,True,simulated
1759198876.3321207,BTCUSDT,buy,0.0017149299383163452,114472.8,0.0008735699659657141,True,simulated
1759198909.1604342,BTCUSDT,buy,0.0017149299383163452,114472.8,0.0008735699659657141,True,simulated
1759198942.0018134,BTCUSDT,buy,0.0005681365728378296,114426.01,0.0008739271779204746,True,simulated
1759198974.8762693,BTCUSDT,buy,0.0005681365728378296,114426.01,0.0008739271779204746,True,simulated
1759199171.9540162,BTCUSDT,sell,-0.0009279027581214905,114444.99,0.0008737822424555238,True,simulated
1759199204.8710227,BTCUSDT,sell,-0.0009279027581214905,114444.99,0.0008737822424555238,True,simulated
1759199237.7135706,BTCUSDT,sell,-0.0011906176805496216,114503.33,0.000873337046180229,True,simulated
1759199270.5865197,BTCUSDT,sell,-0.0011906176805496216,114503.33,0.000873337046180229,True,simulated
1759199303.439125,BTCUSDT,sell,-0.0013939738273620605,114520.49,0.000873206183452411,True,simulated
1759199336.2950947,BTCUSDT,sell,-0.0013939738273620605,114520.49,0.000873206183452411,True,simulated
1759199369.0824761,BTCUSDT,sell,-0.001333773136138916,114472.47,0.0008735724842837758,True,simulated
1759199401.980055,BTCUSDT,sell,-0.0009924471378326416,114472.48,0.000873572407970894,True,simulated
1759199434.844851,BTCUSDT,sell,-0.0009924471378326416,114472.48,0.000873572407970894,True,simulated
1759199467.6964738,BTCUSDT,sell,-0.000599689781665802,114494.72,0.0008734027211036457,True,simulated
1759199500.5293381,BTCUSDT,sell,-0.000599689781665802,114494.72,0.0008734027211036457,True,simulated
1759199599.101761,BTCUSDT,sell,-0.0010642781853675842,114492.26,0.0008734214871817536,True,simulated
1759199631.9556189,BTCUSDT,sell,-0.0010642781853675842,114492.26,0.0008734214871817536,True,simulated
1759199664.8358736,BTCUSDT,sell,-0.0010765418410301208,114460.42,0.0008736644509953746,True,simulated
1759199697.6973102,BTCUSDT,sell,-0.0010765418410301208,114460.42,0.0008736644509953746,True,simulated
1759199730.5759883,BTCUSDT,sell,-0.0006126761436462402,114458.52,0.0008736789537380004,True,simulated
1759199828.9953945,BTCUSDT,sell,-0.0005504563450813293,114469.35,0.000873596294553957,True,simulated
1759199861.8120186,BTCUSDT,sell,-0.0005504563450813293,114469.35,0.000873596294553957,True,simulated
1759199894.7164443,BTCUSDT,sell,-0.0007534325122833252,114458.17,0.0008736816253483696,True,simulated
1759199927.557371,BTCUSDT,sell,-0.0007534325122833252,114458.17,0.0008736816253483696,True,simulated
1759199960.5229359,BTCUSDT,sell,-0.0005742162466049194,114481.22,0.0008735057156099489,True,simulated
1759199993.3722844,BTCUSDT,sell,-0.0005742162466049194,114481.22,0.0008735057156099489,True,simulated
1759200026.2674923,BTCUSDT,sell,-0.0007759034633636475,114477.42,0.0008735347110373382,True,simulated
1759200059.0880005,BTCUSDT,sell,-0.0007759034633636475,114477.42,0.0008735347110373382,True,simulated
1759200091.9710197,BTCUSDT,sell,-0.0009964704513549805,114537.99,0.0008730727682579378,True,simulated
1759200124.8603818,BTCUSDT,sell,-0.0006037279963493347,114536.29,0.0008730857268032692,True,simulated
1759200157.6696243,BTCUSDT,sell,-0.0006037279963493347,114536.29,0.0008730857268032692,True,simulated
1759200453.257088,BTCUSDT,sell,-0.0006095916032791138,114520.14,0.0008732088521722031,True,simulated
1759200486.1013691,BTCUSDT,sell,-0.000562325119972229,114534.31,0.0008731008201821795,True,simulated
1759200519.0096467,BTCUSDT,sell,-0.000562325119972229,114534.31,0.0008731008201821795,True,simulated
1759200551.8481462,BTCUSDT,sell,-0.0006023496389389038,114583.18,0.0008727284405966041,True,simulated
1759200584.798041,BTCUSDT,sell,-0.0006023496389389038,114583.18,0.0008727284405966041,True,simulated
1759200847.7341356,BTCUSDT,buy,0.0005424767732620239,114485.11,0.000873476035442513,True,simulated
1759200880.5525637,BTCUSDT,buy,0.0005424767732620239,114485.11,0.000873476035442513,True,simulated
1759200913.4298384,BTCUSDT,buy,0.0005690380930900574,114414.75,0.000874013184488888,True,simulated
1759200946.3034668,BTCUSDT,buy,0.0005690380930900574,114414.75,0.000874013184488888,True,simulated
1759200979.1316998,BTCUSDT,buy,0.0007856115698814392,114439.47,0.0008738243894348689,True,simulated
1759201011.9510891,BTCUSDT,buy,0.0007856115698814392,114439.47,0.0008738243894348689,True,simulated
1759201044.8014255,BTCUSDT,buy,0.0007945150136947632,114393.0,0.0008741793641219305,True,simulated
1759201077.6043122,BTCUSDT,buy,0.0007945150136947632,114393.0,0.0008741793641219305,True,simulated
1759201110.463727,BTCUSDT,buy,0.0006351098418235779,114384.99,0.0008742405799921825,True,simulated
1759201569.9740453,BTCUSDT,sell,-0.0011944770812988281,114480.44,0.0008735116671459334,True,simulated
1759201602.7477741,BTCUSDT,sell,-0.0011944770812988281,114480.44,0.0008735116671459334,True,simulated
1759201635.4483283,BTCUSDT,sell,-0.0011785775423049927,114480.44,0.0008735116671459334,True,simulated
1759201668.432017,BTCUSDT,sell,-0.0011785775423049927,114480.44,0.0008735116671459334,True,simulated
1759201701.180717,BTCUSDT,sell,-0.0008091926574707031,114480.43,0.0008735117434482034,True,simulated
1759201733.9284132,BTCUSDT,sell,-0.0008091926574707031,114480.43,0.0008735117434482034,True,simulated
1759201766.6078715,BTCUSDT,sell,-0.0005899220705032349,114477.46,0.0008735344058122882,True,simulated
1759201799.3436277,BTCUSDT,sell,-0.0005899220705032349,114477.46,0.0008735344058122882,True,simulated
1759201832.0379558,BTCUSDT,sell,-0.0007347017526626587,114419.93,0.0008739736163096761,True,simulated
1759201864.80724,BTCUSDT,sell,-0.0006078332662582397,114384.99,0.0008742405799921825,True,simulated
1759201897.634421,BTCUSDT,sell,-0.0006078332662582397,114384.99,0.0008742405799921825,True,simulated
